Sr. No.,State,Work,Work ID,IDA,Hon'ble Members of Parliament,Elected/Nominated,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ )
2558,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2025-2026/274844,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Baba BKO,Payment Success,19220
2559,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP235/2025-2026/274842,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Baba BKO,Payment Success,31000
2561,Punjab,Renovation of ponds and lakes,WS/MP235/2026-2027/286152,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Baba BKO,Payment Success,235200
2562,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP235/2025-2026/267411,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Baba BKO,Payment Success,18600
2563,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2025-2026/274845,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Baba BKO,Payment Success,44194
2564,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP235/2025-2026/267411,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Baba BKO,Payment Success,39200
2565,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2026-2027/286140,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Baba BKO,Payment Success,15680
2566,Chandigarh,Providing drains and gutters for public drainage,WS/MP18365/2025-2026/191964,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Shri Satnam Singh Sandhu (2024-30) (2024-2030),Nominated MP,,Saraj,Payment Success,21000
2567,Chandigarh,Providing drains and gutters for public drainage,WS/MP18365/2025-2026/191964,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Shri Satnam Singh Sandhu (2024-30) (2024-2030),Nominated MP,,Naseeb,Payment Success,22000
2568,Punjab,Construction of common work sheds/ common covered sitting area,WS/MP140/2025-2026/248499,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,,Jaswinder Hardware Store,Payment Success,390000
2569,Punjab,Construction of common work sheds/ common covered sitting area,WS/MP140/2025-2026/248499,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,,Bimbra Enterprises,Payment Success,110000
2570,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18407/2025-2026/236740,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Shri Manan Kumar Mishra (2024-28) (2024-2028),Elected MP,,Md Gufran,Payment Success,996928
2571,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18407/2025-2026/236741,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Shri Manan Kumar Mishra (2024-28) (2024-2028),Elected MP,,Md Gufran,Payment Success,997192
2572,Madhya Pradesh,Installation of fixed garden gym equipment,WS/MP18284/2024-2025/163456,KAITHAL(DC CUM NODAL OFFICERS MPLADS),Shri Ashok Singh (2024-30) (2024-2030),Elected MP,,The S and R Group Cooperative Labour And Construction Society Limited Kaithal,Payment Success,237736
2573,Himachal Pradesh,Purchase of books and periodicals for libraries/digitization of library books,WS/MP078/2025-2026/232522,Mohla-Manpur-Ambagarh Chouki(Collector MMC_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,,v k books,Payment Success,1250000
2574,Himachal Pradesh,Purchase of books and periodicals for libraries/digitization of library books,WS/MP078/2025-2026/232522,Mohla-Manpur-Ambagarh Chouki(Collector MMC_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,,v k books,Payment Success,1249475
2575,Odisha,Construction of rooms and halls in school and colleges,WS/MP132/2025-2026/186028,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),Shri Manas Ranjan Mangaraj (2022-28) (2022-2028),Elected MP,,Mr RAMAKANTA BARAL,Payment Success,950000
2576,Tamil Nadu,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP165/2025-2026/227724,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),Shri P. Chidambaram (2022-28) (2022-2028),Elected MP,,RAJEE ELECTRICAL WORKS,Payment Success,499215
2577,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18294/2025-2026/186432,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),Shri Praful Patel (2024-30) (2024-2030),Elected MP,,Gram Panchayat Chirchadabanth,Payment Success,499999
2578,Punjab,Construction of rooms and halls in school and colleges,WS/MP844/2025-2026/240805,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Dr. Vikramjit Singh Sahney (2022-28) (2022-2028),Elected MP,,Sukhjinder Singh Sodhi Contractor,Payment Success,750000
2579,Punjab,Construction of rooms and halls in school and colleges,WS/MP844/2025-2026/240805,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Dr. Vikramjit Singh Sahney (2022-28) (2022-2028),Elected MP,,Sukhjinder Singh Sodhi Contractor,Payment Success,1372385
2580,Punjab,Construction of rooms and halls in school and colleges,WS/MP844/2025-2026/240805,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Dr. Vikramjit Singh Sahney (2022-28) (2022-2028),Elected MP,,Sukhjinder Singh Sodhi Contractor,Payment Success,761107
2581,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP140/2024-2025/164182,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,,Gagandeep Singh so Ragunath Singh,Payment Success,12000
2582,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP140/2024-2025/164182,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,,Gagandeep Singh so Ragunath Singh,Payment Success,24700
2583,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP147/2024-2025/149057,Deeg(DISTRICT COLLECTOR Deeg_IDA),Shri Pramod Tiwari (2022-28) (2022-2028),Elected MP,,gp damari,Payment Success,66230
2584,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP147/2024-2025/149056,Deeg(DISTRICT COLLECTOR Deeg_IDA),Shri Pramod Tiwari (2022-28) (2022-2028),Elected MP,,gp damari,Payment Success,64520
2585,West Bengal,Construction of rooms and halls in school and colleges,WS/MP18383/2025-2026/215933,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),Shri Samik Bhattacharya (2024-30) (2024-2030),Elected MP,,SRIMAA ENTERPRISE,Payment Success,536338
2586,West Bengal,Construction of rooms and halls in school and colleges,WS/MP18383/2025-2026/215933,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),Shri Samik Bhattacharya (2024-30) (2024-2030),Elected MP,,SRIMAA ENTERPRISE,Payment Success,661904
2587,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP044/2025-2026/232982,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Shri Akhilesh Prasad Singh (2024-30) (2024-2030),Elected MP,,DEVANAND RAY,Payment Success,1493609
2588,Gujarat,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18403/2025-2026/226460,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,,BAPLA GROUP GRAM PANCHAYAT,Payment Success,500000
2589,Assam,Construction of boundary walls of existing public and community buildings,WS/MP18431/2025-2026/260610,CACHAR(DEPUTY COMMISSIONER CACHAR_IDA),Shri Kanad Purkayastha (2025-31) (2025-2031),Elected MP,,ANSHUMAN BHATTACHARJEE,Payment Success,605746
2590,Assam,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18431/2025-2026/260611,CACHAR(DEPUTY COMMISSIONER CACHAR_IDA),Shri Kanad Purkayastha (2025-31) (2025-2031),Elected MP,,ANSHUMAN BHATTACHARJEE,Payment Success,381622
2591,Assam,Construction of additional rooms and halls in the existing public and community building,WS/MP071/2025-2026/182301,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),Shri Pabitra Margherita (2022-28) (2022-2028),Elected MP,,SINGH ENTERPRISE,Payment Success,50148
2592,Karnataka,Construction of community centers and community halls,WS/MP18364/2025-2026/229946,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),Shri Narayanasa K. Bhandage (2024-30) (2024-2030),Elected MP,,VIJAYMAHANTESH BENAKATTI,Payment Success,375000
2593,Haryana,Construction of buildings for crèches and anganwadies,WS/MP18425/2025-2026/215059,PANCHKULA(DRDA PANCHKULA),Smt. Rekha Sharma (2024-28) (2024-2028),Elected MP,,The Madhav Cooperaive Labour and Construction Society,Payment Success,256997
2594,Uttarakhand,Development of public parks,WS/MP204/2025-2026/204158,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Dr. Kalpana Saini (2022-28) (2022-2028),Elected MP,,SANDEEP CHAUHAN,Payment Success,397650
2595,Punjab,Purchase of training equipment,WS/MP844/2025-2026/244229,MOGA(Deputy Commissioner Moga),Dr. Vikramjit Singh Sahney (2022-28) (2022-2028),Elected MP,,Divya Traders,Payment Success,66000
2596,Himachal Pradesh,Installing hand pumps,WS/MP078/2025-2026/157671,HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,,MS RAJESH ENGINEERING SERVICES SUJANPUR,Payment Success,89050
2597,Punjab,Construction of buildings for sports facilities,WS/MP141/2025-2026/213565,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Shri Harbhajan Singh (2022-28) (2022-2028),Elected MP,,CORAL ENGINEERS AND INNOVATIONS,Payment Success,116271
2598,Punjab,Construction of buildings for sports facilities,WS/MP141/2025-2026/213565,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Shri Harbhajan Singh (2022-28) (2022-2028),Elected MP,,CORAL ENGINEERS AND INNOVATIONS,Payment Success,994252
2599,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP141/2025-2026/213559,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Shri Harbhajan Singh (2022-28) (2022-2028),Elected MP,,CORAL ENGINEERS AND INNOVATIONS,Payment Success,320915
2600,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP141/2025-2026/213559,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Shri Harbhajan Singh (2022-28) (2022-2028),Elected MP,,CORAL ENGINEERS AND INNOVATIONS,Payment Success,242656
2601,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18333/2025-2026/254906,Udham Singh Nagar(DISTRICT MAGISTRATE UDHAMSINGH NAGAR_IDA),Shri Mahendra Bhatt (2024-30) (2024-2030),Elected MP,,RAISUDDIN CONTRACTOR,Payment Success,499265
2602,Himachal Pradesh,Installing hand pumps,WS/MP078/2024-2025/142549,HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,,SUMIT KUMAR,Payment Success,89750
2603,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2025-2026/268750,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Bansal Bricks Kilan Gram Udyog Samiti,Payment Success,24180
2604,Punjab,Development of public parks,WS/MP235/2025-2026/268746,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Bansal Bricks Kilan Gram Udyog Samiti,Payment Success,49600
2605,Punjab,Construction of buildings for sports facilities,WS/MP235/2025-2026/268747,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Bansal Bricks Kilan Gram Udyog Samiti,Payment Success,31000
2607,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2025-2026/268749,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Bansal Bricks Kilan Gram Udyog Samiti,Payment Success,24800
2608,Punjab,Construction of bus-sheds or bus-stops,WS/MP235/2025-2026/268748,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Bansal Bricks Kilan Gram Udyog Samiti,Payment Success,18600
2609,Punjab,Construction of bus-sheds or bus-stops,WS/MP235/2025-2026/268748,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Gurmej Cint and Cement Tile Factory,Payment Success,17175
2610,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2025-2026/268749,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Gurmej Cint and Cement Tile Factory,Payment Success,45800
2616,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2025-2026/268750,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Gurmej Cint and Cement Tile Factory,Payment Success,45800
2621,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2025-2026/268750,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Gurmej Cint and Cement Tile Factory,Payment Success,42365
2622,Punjab,Development of playfields and sports grounds,WS/MP235/2025-2026/273482,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Gurmej Cint and Cement Tile Factory,Payment Success,387020
2623,Punjab,Fitting of Sitting RCC Benches in Public Places,WS/MP235/2026-2027/290373,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Gurmej Cint and Cement Tile Factory,Payment Success,499200
2624,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2026-2027/288253,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Gurmej Cint and Cement Tile Factory,Payment Success,314875
2625,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2026-2027/288253,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Gurmej Cint and Cement Tile Factory,Payment Success,285125
2626,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2025-2026/268744,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Gurmej Cint and Cement Tile Factory,Payment Success,45800
2629,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2025-2026/268744,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Gurmej Cint and Cement Tile Factory,Payment Success,35100
2630,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2025-2026/268744,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Gurmej Cint and Cement Tile Factory,Payment Success,31500
2632,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2025-2026/268744,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Gurmej Cint and Cement Tile Factory,Payment Success,40075
2634,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2025-2026/268744,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Gurmej Cint and Cement Tile Factory,Payment Success,33205
2635,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2025-2026/268739,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Imperial Interlok Tiles,Payment Success,45800
2639,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2025-2026/268737,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Imperial Interlok Tiles,Payment Success,45800
2643,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2025-2026/268737,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Imperial Interlok Tiles,Payment Success,9160
2644,Telangana,Construction of community centers and community halls,WS/MP171/2025-2026/208855,ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA),Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),Elected MP,,Baliram Pavar,Payment Success,438004
2645,Gujarat,Construction of public libraries and reading rooms,WS/MP18403/2025-2026/202027,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,,MOTI GIDASAN GRAMPANCHAYAT,Payment Success,500000
2646,Gujarat,Construction of community centers and community halls,WS/MP18403/2025-2026/202028,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,,MOTI GIDASAN GRAMPANCHAYAT,Payment Success,500000
2647,Uttarakhand,Construction of buildings for community cultural activities,WS/MP18333/2025-2026/156542,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Shri Mahendra Bhatt (2024-30) (2024-2030),Elected MP,,BIJALWAN ENTERPRISES,Payment Success,546628
2648,Uttarakhand,Construction of buildings for community cultural activities,WS/MP18333/2025-2026/156542,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Shri Mahendra Bhatt (2024-30) (2024-2030),Elected MP,,BIJALWAN ENTERPRISES,Payment Success,249589
2649,Madhya Pradesh,Construction of rooms and halls in school and colleges,WS/MP103/2025-2026/180659,INDORE(DISTRICT COLLECTOR INDORE_IDA),Dr. Kavita Patidar (2022-28) (2022-2028),Elected MP,,DHANANJAY PAINT AND HARWARE,Payment Success,24771
2650,Madhya Pradesh,Construction of rooms and halls in school and colleges,WS/MP103/2025-2026/180659,INDORE(DISTRICT COLLECTOR INDORE_IDA),Dr. Kavita Patidar (2022-28) (2022-2028),Elected MP,,PATIDAR HARDWIRE AND ELECTRICALS,Payment Success,21075
2651,Madhya Pradesh,Construction of rooms and halls in school and colleges,WS/MP103/2025-2026/180659,INDORE(DISTRICT COLLECTOR INDORE_IDA),Dr. Kavita Patidar (2022-28) (2022-2028),Elected MP,,PATIDAR HARDWIRE AND ELECTRICALS,Payment Success,18906
2652,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18407/2025-2026/232196,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Shri Manan Kumar Mishra (2024-28) (2024-2028),Elected MP,,RINKU DEVI,Payment Success,1465126
2653,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18407/2025-2026/232197,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Shri Manan Kumar Mishra (2024-28) (2024-2028),Elected MP,,RINKU DEVI,Payment Success,1480689
2654,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18407/2025-2026/230581,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Shri Manan Kumar Mishra (2024-28) (2024-2028),Elected MP,,RINKU DEVI,Payment Success,1480148
2655,Bihar,Construction of buildings for community cultural activities,WS/MP18407/2025-2026/230582,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Shri Manan Kumar Mishra (2024-28) (2024-2028),Elected MP,,RINKU DEVI,Payment Success,1475887
2656,Maharashtra,Construction of boundary walls of existing public and community buildings,WS/MP113/2026-2027/147449,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Shri Imran Pratapgarhi (2022-28) (2022-2028),Elected MP,,Bhushan Balaso Patil,Payment Success,1000000
2657,Maharashtra,Construction of boundary walls of existing public and community buildings,WS/MP113/2026-2027/147450,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Shri Imran Pratapgarhi (2022-28) (2022-2028),Elected MP,,Bhushan Balaso Patil,Payment Success,961178
2658,Maharashtra,Construction of boundary walls of existing public and community buildings,WS/MP113/2026-2027/147451,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Shri Imran Pratapgarhi (2022-28) (2022-2028),Elected MP,,Bhushan Balaso Patil,Payment Success,996845
2659,Maharashtra,Construction of community centers and community halls,WS/MP113/2026-2027/147452,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Shri Imran Pratapgarhi (2022-28) (2022-2028),Elected MP,,Bhushan Balaso Patil,Payment Success,802566
